BattleType,ARandomTot,DRandomTot,EndingTot,Outcome,AWon,Supplies,AGenRank,AGenARBonus,AGenArmorBonus,AGenWeaponBonus,AGenFollowerBonus,AGenBannerBonus,AGenTrinketBonus,AAdvancedCombatDeck,ABeginARUnitBonus,ABeginMeleeBonus,ABeginRangedBonus,ABeginCavalryBonus,ABeginSoldiers,AEndARUnitBonus,AEndMeleeBonus,AEndRangedBonus,AEndCavalryBonus,AEndSoldiers,ARebelRivermenMercenaries,ARebelRangerOfForest,ARebelCourierRiders,ARebelMountainMen,ARebelAxemenOfVale,ARebelValeCavalry,ARebelLightWoodmen,ARebelWoodsmenArchers,ARebelRidersOfWood,ALightWoodmen,AGuardOfBeladimir,ABeladimirSpearmen,AWoodsmenArchers,AArchersOfBeladimir,ACoastalGuards,ARidersOfWood,ABeladimirCavalry,APlainsCavalry,AMountainMen,ALerastirShieldbearers,ALerastirSpears,APikesOfLerastir,AAxemenOfVale,ABowmenOfLerastir,ACrossbowmenOfSouth,AValeCavalry,ATerritoryGuardsmen,ALerastirPalaceCavalry,AShieldmaidensOfNorth,AMenoriadSpearmen,AAxemenOfWastes,AMenoriadArchers,ARangersOfForest,ACourierRiders,AMenoriadCavalry,ARoyalCavalry,AHuntersOfNorth,ARivermenMercenaries,ATotUnits,ATotReinforcements,AUpgrades,AUnitCas,ASoldierCas,AEndGenState,ATreasureReceived,AFaction,AShips,ARams,ASiegeTowers,ACatapults,DGenRank,DGenTotARBonus,DGenArmorBonus,DGenWeaponBonus,DGenFollowerBonus,DGenBannerBonus,DGenTinketBonus,DAdvancedCombatDeck,DBeginARUnitBonus,DBeginMeleeBonus,DBeginRangedBonus,DBeginCavalryBonus,DBeginSoldiers,DEndARUnitBonus,DEndMeleeBonus,DEndRangedBonus,DEndCavalryBonus,DEndSoldiers,DRebelRivermenMercenaries,DRebelRangerOfForest,DRebelCourierRiders,DRebelMountainMen,DRebelAxemenOfVale,DRebelValeCavalry,DLightWoodmen,DRebelWoodsmenArchers,DRebelRidersOfWood,DLightWoodmen,DGuardOfBeladimir,DBeladimirSpearmen,DWoodsmenArchers,DArchersOfBeladimir,DCoastalGuard,DRidersOfWood,DBeladimirCavalry,DPlainsCavalry,DMountainMen,DLerastirShieldbearers,DLerastirSpearmen,DPikesOfLerastir,DAxemenOfVale,DBowmenOfLerastir,DCrossbowmenOfSouth,DValeCavalry,DTerritoryGuardsmen,DLerastirPalaceCavalry,DShieldmaidensOfNorth,DMenoriadSpearmen,DAxemenOfWastes,DMenoriadArchers,DRangerOfForest,DCourierRiders,DMenoriadCavalry,DRoyalCavalry,DHuntersOfNorth,DRivermenMercenaries,DTotUnits,DTotReinforcements,DUpgrades,DUnitCas,DSoldierCas,DEndGenState,DTreasureReceived,DFaction,DShips,DTownLevel
Raid,61,60,-94,Crushing Defeat,0,9,4,1,0,0,0,1,0,1,47,22,14,11,19,24,8,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,5,2,0,0,8,Wounded,1,Menoriad,None,None,None,None,4,1,0,0,0,1,0,0,80,44,26,10,51,63,39,20,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,2,0,0,1,2,1,13,1,1,0,4,Wounded,0,Menoriad,None,Stone Wall w/ Moat
Raid,66,47,51,Decisive Victory,1,6,3,0,0,0,0,0,0,0,68,21,18,29,42,52,21,8,23,37,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,5,Unharmed,0,Beladimir,None,None,None,None,2,3,0,2,0,1,0,0,32,14,4,14,14,12,4,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,8,Unharmed,1,Lerastir,None,Wooden Wall
Raid,46,66,-48,Crushing Defeat,0,9,9,5,1,2,0,0,2,0,93,55,10,28,63,27,7,4,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,17,1,0,2,27,Unharmed,1,Lerastir,None,None,None,None,4,2,0,0,0,2,0,0,101,40,30,31,33,89,32,30,27,29,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,4,Unharmed,1,Rebel,None,Stone Wall w/ Moat
Raid,48,58,-73,Crushing Defeat,0,8,2,4,1,0,0,2,1,0,15,6,4,5,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,Unharmed,1,Beladimir,None,None,None,None,1,0,0,0,0,0,0,0,43,27,8,8,16,37,21,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,2,Unharmed,1,Lerastir,None,Stone Wall
Raid,54,54,-80,Crushing Defeat,0,8,9,4,0,1,0,2,1,1,104,54,26,24,46,66,26,20,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,18,Unharmed,0,Lerastir,None,None,None,None,10,3,1,0,0,0,2,1,134,36,50,48,69,126,32,46,48,63,0,0,0,0,0,0,0,0,0,2,0,2,2,2,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,3,0,6,Unharmed,1,Beladimir,None,Stone Wall
Raid,43,60,-137,Crushing Defeat,0,9,8,2,1,1,0,0,0,1,30,8,10,12,25,8,0,5,3,11,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,14,Unharmed,0,Beladimir,None,None,None,None,8,3,1,1,0,1,0,0,86,38,22,26,26,75,27,22,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,4,2,0,4,Unharmed,0,Lerastir,None,Stone Wall w/ Moat
Raid,63,62,160,Decisive Victory,1,7,9,1,0,0,0,1,0,0,121,41,50,30,75,108,37,45,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,3,0,6,3,20,3,0,0,5,Unharmed,0,Menoriad,None,None,None,None,5,0,0,0,0,0,0,0,16,4,4,8,3,16,4,4,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Unharmed,1,Rebel,None,Wooden Wall w/ Moat
Raid,61,63,-155,Crushing Defeat,0,5,6,2,0,0,0,1,1,0,6,0,6,0,4,6,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Unharmed,0,Menoriad,None,None,None,None,8,2,0,0,0,2,0,1,98,62,16,20,65,86,56,16,14,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,17,1,0,0,4,Unharmed,1,Lerastir,None,None
Raid,59,55,15,Heroic Victory,1,7,3,0,0,0,0,0,0,0,114,60,28,26,43,89,41,28,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,5,3,0,8,Unharmed,0,Lerastir,None,None,None,None,8,7,2,2,0,2,1,0,86,27,30,29,66,38,6,18,14,44,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,2,22,Unharmed,1,Beladimir,None,Wooden Wall w/ Moat
Raid,72,48,35,Decisive Victory,1,5,4,0,0,0,1,0,0,0,72,24,18,30,56,62,24,12,26,52,2,1,3,3,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,4,Unharmed,0,Rebel,None,None,None,None,9,5,0,2,0,1,2,1,47,16,12,19,10,36,12,12,12,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,Unharmed,0,Rebel,None,None
Raid,52,65,8,Close Victory,1,9,5,2,2,0,0,0,0,0,117,41,40,36,69,76,25,25,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,1,4,3,0,2,1,19,3,3,1,15,Unharmed,0,Menoriad,None,None,None,None,5,3,2,0,0,1,0,1,86,26,50,10,62,44,12,28,4,39,2,5,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,2,23,Unharmed,0,Rebel,None,Stone Wall w/ Moat
Raid,42,40,-41,Crushing Defeat,0,7,1,1,1,0,0,0,0,0,74,36,22,16,20,48,16,16,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,12,Wounded,0,Lerastir,None,None,None,None,1,1,0,0,0,1,0,0,87,43,20,24,53,72,28,20,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,14,2,2,0,6,Unharmed,1,Lerastir,None,Wooden Wall w/ Moat
Raid,50,49,-36,Crushing Defeat,0,8,5,1,0,0,0,1,0,0,138,54,32,52,67,71,28,20,23,34,1,2,3,5,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,1,3,33,Unharmed,1,Rebel,None,None,None,None,6,0,0,0,0,0,0,0,142,46,54,42,69,122,42,38,42,61,3,5,1,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,5,0,8,Unharmed,0,Rebel,None,Stone Wall
Raid,54,50,100,Decisive Victory,1,6,9,0,0,0,0,0,0,0,76,21,33,22,63,64,21,21,22,54,0,0,0,0,0,0,0,0,0,1,1,2,5,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,9,Unharmed,0,Beladimir,None,None,None,None,9,2,1,0,0,1,0,1,9,0,6,3,7,9,0,6,3,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Wounded,1,Rebel,None,Wooden Wall
Raid,44,70,-92,Crushing Defeat,0,5,4,1,0,0,0,1,0,0,30,16,4,10,25,0,0,0,0,13,1,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,12,Unharmed,0,Rebel,None,None,None,None,2,1,0,0,0,1,0,0,84,42,14,28,55,75,37,10,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,15,1,2,0,6,Unharmed,1,Lerastir,None,None
Raid,52,56,-38,Crushing Defeat,0,6,5,1,0,0,0,1,0,1,28,22,6,0,24,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,Wounded,1,Lerastir,None,None,None,None,6,1,1,0,0,0,0,0,44,18,12,14,15,40,14,12,14,13,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,2,Unharmed,1,Beladimir,None,Wooden Wall
Raid,53,58,66,Decisive Victory,1,6,10,2,1,0,0,0,1,0,92,32,26,34,28,88,28,26,34,25,1,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,0,3,Wounded,1,Rebel,None,None,None,None,8,3,1,0,0,2,0,0,46,8,25,13,19,24,8,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,8,Unharmed,1,Beladimir,None,Wooden Wall
Raid,35,43,-84,Crushing Defeat,0,7,5,1,0,0,0,0,1,1,75,24,34,17,45,37,8,18,11,25,2,3,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,1,20,Wounded,1,Rebel,None,None,None,None,2,2,0,1,0,1,0,1,114,39,37,38,51,93,31,31,31,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,2,1,3,14,4,3,0,8,Unharmed,1,Menoriad,None,Wooden Wall w/ Moat
Raid,59,56,-163,Crushing Defeat,0,9,5,2,0,0,0,2,0,0,37,4,9,24,16,12,4,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,8,Unharmed,0,Beladimir,None,None,None,None,9,0,0,0,0,0,0,1,110,35,49,26,46,87,30,31,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,0,1,1,1,0,12,4,1,0,6,Unharmed,0,Menoriad,None,Stone Wall w/ Moat
Raid,65,65,-76,Crushing Defeat,0,9,9,0,0,0,0,0,0,0,75,26,20,29,53,19,8,4,7,19,1,2,1,1,1,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,3,34,Unharmed,0,Rebel,None,None,None,None,9,0,0,0,0,0,0,1,97,50,22,25,74,77,36,16,25,66,1,3,1,5,1,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,5,0,8,Unharmed,1,Rebel,None,Stone Wall w/ Moat
Raid,62,73,-38,Crushing Defeat,0,7,5,0,0,0,0,0,0,1,11,0,11,0,8,11,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,Unharmed,1,Menoriad,None,None,None,None,6,1,0,0,0,1,0,0,20,20,0,0,20,16,16,0,0,18,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,Unharmed,1,Rebel,None,Wooden Wall w/ Moat
Raid,53,59,-121,Crushing Defeat,0,7,9,3,2,0,0,1,0,0,45,19,12,14,15,30,8,8,14,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,8,Unharmed,0,Beladimir,None,None,None,None,9,3,1,0,0,1,1,1,105,63,16,26,61,84,42,16,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,1,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,16,3,1,0,7,Unharmed,1,Lerastir,None,Wooden Wall w/ Moat
Raid,52,61,3,Close Victory,1,6,3,2,0,1,0,1,0,1,61,20,21,20,11,53,16,21,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,4,1,0,4,Unharmed,0,Menoriad,None,None,None,None,7,0,0,0,0,0,0,0,51,37,10,4,32,25,17,4,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,11,Unharmed,0,Lerastir,None,Wooden Wall
Raid,42,64,-160,Crushing Defeat,0,9,3,2,0,0,0,0,2,0,9,9,0,0,8,9,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Unharmed,1,Lerastir,None,None,None,None,5,0,0,0,0,0,0,0,79,30,29,20,16,73,24,29,20,14,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,2,Unharmed,0,Beladimir,None,Stone Wall w/ Moat
Raid,52,54,-33,Crushing Defeat,0,6,6,0,0,0,0,0,0,1,91,42,36,13,76,14,4,10,0,43,0,4,1,1,3,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,3,33,Unharmed,1,Rebel,None,None,None,None,1,1,0,1,0,0,0,0,107,57,28,22,54,86,46,18,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,14,3,5,0,10,Slain,1,Lerastir,None,Wooden Wall
