BattleType,ARandomTot,DRandomTot,EndingTot,Outcome,AWon,Supplies,AGenRank,AGenARBonus,AGenArmorBonus,AGenWeaponBonus,AGenFollowerBonus,AGenBannerBonus,AGenTrinketBonus,AAdvancedCombatDeck,ABeginARUnitBonus,ABeginMeleeBonus,ABeginRangedBonus,ABeginCavalryBonus,ABeginSoldiers,AEndARUnitBonus,AEndMeleeBonus,AEndRangedBonus,AEndCavalryBonus,AEndSoldiers,ARebelRivermenMercenaries,ARebelRangerOfForest,ARebelCourierRiders,ARebelMountainMen,ARebelAxemenOfVale,ARebelValeCavalry,ARebelLightWoodmen,ARebelWoodsmenArchers,ARebelRidersOfWood,ALightWoodmen,AGuardOfBeladimir,ABeladimirSpearmen,AWoodsmenArchers,AArchersOfBeladimir,ACoastalGuards,ARidersOfWood,ABeladimirCavalry,APlainsCavalry,AMountainMen,ALerastirShieldbearers,ALerastirSpears,APikesOfLerastir,AAxemenOfVale,ABowmenOfLerastir,ACrossbowmenOfSouth,AValeCavalry,ATerritoryGuardsmen,ALerastirPalaceCavalry,AShieldmaidensOfNorth,AMenoriadSpearmen,AAxemenOfWastes,AMenoriadArchers,ARangersOfForest,ACourierRiders,AMenoriadCavalry,ARoyalCavalry,AHuntersOfNorth,ARivermenMercenaries,ATotUnits,ATotReinforcements,AUpgrades,AUnitCas,ASoldierCas,AEndGenState,ATreasureReceived,AFaction,AShips,ARams,ASiegeTowers,ACatapults,DGenRank,DGenTotARBonus,DGenArmorBonus,DGenWeaponBonus,DGenFollowerBonus,DGenBannerBonus,DGenTinketBonus,DAdvancedCombatDeck,DBeginARUnitBonus,DBeginMeleeBonus,DBeginRangedBonus,DBeginCavalryBonus,DBeginSoldiers,DEndARUnitBonus,DEndMeleeBonus,DEndRangedBonus,DEndCavalryBonus,DEndSoldiers,DRebelRivermenMercenaries,DRebelRangerOfForest,DRebelCourierRiders,DRebelMountainMen,DRebelAxemenOfVale,DRebelValeCavalry,DLightWoodmen,DRebelWoodsmenArchers,DRebelRidersOfWood,DLightWoodmen,DGuardOfBeladimir,DBeladimirSpearmen,DWoodsmenArchers,DArchersOfBeladimir,DCoastalGuard,DRidersOfWood,DBeladimirCavalry,DPlainsCavalry,DMountainMen,DLerastirShieldbearers,DLerastirSpearmen,DPikesOfLerastir,DAxemenOfVale,DBowmenOfLerastir,DCrossbowmenOfSouth,DValeCavalry,DTerritoryGuardsmen,DLerastirPalaceCavalry,DShieldmaidensOfNorth,DMenoriadSpearmen,DAxemenOfWastes,DMenoriadArchers,DRangerOfForest,DCourierRiders,DMenoriadCavalry,DRoyalCavalry,DHuntersOfNorth,DRivermenMercenaries,DTotUnits,DTotReinforcements,DUpgrades,DUnitCas,DSoldierCas,DEndGenState,DTreasureReceived,DFaction,DShips,DTownLevel
Naval,59,60,-34,Crushing Defeat,0,None,7,2,0,0,0,2,0,1,55,24,8,23,38,22,8,4,10,22,2,0,2,0,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,16,Unharmed,0,Rebel,1,None,None,None,4,1,0,0,0,1,0,0,67,35,16,16,16,63,31,16,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,2,Unharmed,1,Lerastir,7,None
Naval,45,62,4,Close Victory,1,None,7,2,0,1,0,1,0,1,64,32,22,10,42,45,28,10,7,35,0,3,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0,7,Wounded,1,Rebel,10,None,None,None,5,2,0,1,0,1,0,0,77,13,22,42,37,47,13,13,21,23,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,1,14,Unharmed,0,Beladimir,1,None
Naval,33,61,-24,Crushing Defeat,0,None,2,1,0,0,0,1,0,0,29,21,4,4,16,18,10,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,8,Unharmed,0,Lerastir,10,None,None,None,1,2,1,0,0,1,0,0,41,16,4,21,41,26,4,4,18,36,2,0,5,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,5,Unharmed,0,Rebel,10,None
Naval,42,52,-43,Crushing Defeat,0,None,5,0,0,0,0,0,0,0,90,34,22,34,56,27,8,8,11,27,1,1,4,1,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,3,29,Unharmed,1,Rebel,8,None,None,None,6,1,0,0,0,1,0,1,119,38,42,39,61,104,34,34,36,51,2,3,2,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,4,0,10,Unharmed,1,Rebel,5,None
Naval,50,77,-18,Valiant Defeat,0,None,8,2,1,0,0,1,0,0,75,24,27,24,59,21,0,13,8,40,0,0,0,0,0,0,0,0,0,2,2,1,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1,19,Unharmed,1,Beladimir,9,None,None,None,5,3,1,0,0,1,1,1,99,67,16,16,73,70,50,4,16,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,19,0,3,0,10,Wounded,1,Lerastir,1,None
Naval,52,55,20,Decisive Victory,1,None,8,1,0,0,0,1,0,1,38,16,14,8,19,34,16,10,8,17,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,Wounded,1,Rebel,2,None,None,None,5,0,0,0,0,0,0,1,28,12,8,8,4,28,12,8,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,Unharmed,1,Rebel,2,None
Naval,57,67,-91,Crushing Defeat,0,None,9,1,0,0,0,1,0,0,72,32,24,16,27,41,17,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,14,Unharmed,1,Lerastir,4,None,None,None,6,3,1,1,0,1,0,1,130,46,50,34,71,98,36,46,16,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,19,3,2,0,9,Unharmed,1,Lerastir,2,None
Naval,42,49,36,Decisive Victory,1,None,3,1,0,0,0,1,0,0,121,38,46,37,74,101,33,31,37,68,0,0,0,0,0,0,0,0,0,2,2,2,0,6,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,3,0,6,Unharmed,0,Beladimir,10,None,None,None,9,1,0,0,0,1,0,1,95,40,28,27,52,55,20,16,19,31,1,0,0,2,2,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1,2,21,Unharmed,0,Rebel,10,None
Naval,58,64,-10,Valiant Defeat,0,None,10,2,0,0,0,2,0,1,88,39,29,20,42,40,16,12,12,18,0,0,0,0,0,0,0,0,0,1,1,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,2,24,Unharmed,1,Beladimir,6,None,None,None,4,1,0,0,0,1,0,1,98,34,39,25,57,72,18,35,19,48,0,0,0,0,0,0,0,0,0,1,2,2,0,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,4,0,9,Unharmed,0,Beladimir,6,None
Naval,63,65,-152,Crushing Defeat,0,None,3,2,0,0,0,1,1,1,54,20,16,18,18,36,12,12,12,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,8,Wounded,1,Rebel,5,None,None,None,9,2,0,0,0,1,1,0,149,62,42,45,73,113,42,36,35,59,3,3,2,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,1,1,14,Unharmed,0,Rebel,1,None
Naval,60,64,12,Heroic Victory,1,None,3,3,2,0,0,1,0,1,73,36,24,13,64,57,20,24,13,57,3,4,0,2,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,7,Unharmed,0,Rebel,10,None,None,None,1,3,0,1,0,2,0,1,72,40,16,16,31,46,18,12,16,18,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,0,13,Unharmed,0,Rebel,7,None
Naval,48,66,75,Decisive Victory,1,None,3,4,0,2,0,1,1,1,112,32,25,55,55,103,32,25,46,52,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,2,0,3,Wounded,0,Beladimir,1,None,None,None,4,2,0,0,0,2,0,0,60,46,10,4,40,27,19,4,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,15,Wounded,1,Lerastir,4,None
Naval,49,51,-73,Crushing Defeat,0,None,2,1,0,0,0,1,0,0,52,16,22,14,26,31,12,8,11,14,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,12,Unharmed,0,Rebel,10,None,None,None,2,0,0,0,0,0,0,0,107,35,40,32,48,87,21,40,26,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,1,1,2,2,13,4,2,0,5,Unharmed,0,Menoriad,4,None
Naval,54,63,-106,Crushing Defeat,0,None,3,1,1,0,0,0,0,0,42,14,13,15,25,12,4,4,4,11,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,14,Unharmed,1,Beladimir,6,None,None,None,1,1,0,0,0,1,0,1,99,38,18,43,64,76,23,18,35,54,0,0,0,0,0,0,0,0,0,2,4,1,0,2,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2,0,10,Unharmed,1,Beladimir,10,None
Naval,44,53,-9,Close Defeat,0,None,3,2,0,1,0,1,0,0,92,50,26,16,36,62,30,16,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,0,12,Unharmed,0,Lerastir,7,None,None,None,2,1,0,0,0,1,0,0,98,40,34,24,45,84,40,24,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,2,0,6,Unharmed,1,Lerastir,7,None
Naval,53,57,60,Decisive Victory,1,None,9,3,0,2,0,1,0,0,120,27,58,35,74,109,23,54,32,67,0,0,0,0,0,0,0,0,0,1,1,1,5,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,2,0,7,Unharmed,1,Beladimir,5,None,None,None,4,2,0,0,0,2,0,0,80,12,43,25,37,49,12,20,17,22,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,15,Unharmed,1,Beladimir,9,None
Naval,48,68,138,Decisive Victory,1,None,5,0,0,0,0,0,0,0,102,54,26,22,54,82,40,20,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,1,0,1,1,0,2,14,3,1,0,6,Unharmed,0,Menoriad,8,None,None,None,6,1,0,0,1,1,0,1,16,6,10,0,12,0,0,0,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8,Unharmed,1,Rebel,8,None
Naval,56,61,7,Close Victory,1,None,10,0,0,0,0,0,0,1,91,34,26,31,66,55,18,18,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,3,0,3,2,4,18,1,4,1,18,Wounded,0,Menoriad,6,None,None,None,1,2,0,0,0,2,0,0,90,27,44,19,72,40,9,16,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,2,2,2,19,0,3,2,26,Unharmed,0,Menoriad,6,None
Naval,49,50,-19,Valiant Defeat,0,None,10,2,0,0,0,2,0,1,58,32,12,14,27,35,13,8,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,2,2,0,9,Unharmed,1,Lerastir,5,None,None,None,1,0,0,0,0,0,0,0,76,37,16,23,59,47,26,4,17,47,0,0,0,0,0,0,0,0,0,2,1,4,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,12,Slain,1,Beladimir,5,None
Naval,63,57,-220,Crushing Defeat,0,None,5,1,0,0,0,1,0,0,6,0,0,6,3,6,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Wounded,0,Menoriad,8,None,None,None,1,2,2,0,0,0,0,0,144,55,37,52,62,140,51,37,52,59,0,0,0,0,0,0,0,0,0,2,3,2,2,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,3,Unharmed,0,Beladimir,6,None
Naval,37,51,46,Decisive Victory,1,None,2,1,0,1,0,0,0,1,88,46,26,16,43,78,40,22,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,4,Unharmed,0,Lerastir,3,None,None,None,2,1,0,0,0,1,0,0,48,18,12,18,7,48,18,12,18,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,Unharmed,0,Beladimir,9,None
Naval,59,55,35,Decisive Victory,1,None,8,2,0,0,0,1,1,1,82,32,30,20,20,68,24,24,20,17,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,3,Unharmed,0,Rebel,2,None,None,None,1,0,0,0,0,0,0,1,54,17,4,33,27,34,8,4,22,17,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,10,Unharmed,1,Beladimir,9,None
Naval,60,44,36,Decisive Victory,1,None,2,2,0,0,1,2,0,1,87,46,16,25,48,79,38,16,25,44,4,0,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1,0,4,Unharmed,1,Rebel,5,None,None,None,9,2,1,0,0,0,1,1,59,18,22,19,18,39,12,12,15,10,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,Unharmed,0,Rebel,7,None
Naval,63,50,26,Decisive Victory,1,None,2,0,0,0,0,0,0,0,128,56,28,44,59,103,39,20,44,51,0,0,0,0,0,0,0,0,0,2,4,2,1,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,5,0,8,Unharmed,0,Beladimir,1,None,None,None,5,2,0,0,0,1,1,1,98,50,28,20,68,47,24,12,11,38,2,0,2,0,3,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,1,3,30,Wounded,1,Rebel,8,None
Naval,51,65,-18,Valiant Defeat,0,None,7,1,0,0,0,1,0,0,52,14,30,8,31,18,4,10,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,2,0,8,1,0,1,15,Unharmed,0,Menoriad,9,None,None,None,3,0,0,0,0,0,0,0,77,30,25,22,23,57,16,25,16,18,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,5,Wounded,0,Beladimir,2,None
Naval,60,46,-78,Crushing Defeat,0,None,9,1,0,0,0,1,0,1,25,8,4,13,13,12,4,4,4,5,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,8,Unharmed,1,Rebel,5,None,None,None,8,1,0,0,1,1,0,0,81,31,25,25,45,64,20,25,19,40,0,0,0,0,0,0,0,0,0,3,1,1,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,5,Wounded,1,Beladimir,1,None
